Name,Address,RATING,CURRENT,RISK
Hanat Restaurant,2425 DOUGLAS STE STE 9,STANDARD,9/6/2018,HIGH
HAPPY BAR,601 N 16 ST,STANDARD,2/2/2018,LOW
Happy Family Indochinese,2316 N 72nd St,STANDARD,,HIGH
HAPPY HOLLOW CLUB,1701 S 105th,STANDARD,1/17/2019,HIGH
HARDEE'S,3225 L ST,EXCELLENT,1/14/2019,MEDIUM
HARDEE'S,12424 L ST,EXCELLENT,1/29/2018,MEDIUM
HARDEE'S,811 N 205 ST,EXCELLENT,9/25/2018,MEDIUM
Hardy Coffee Co.,6051 MAPLE ST,EXCELLENT,3/12/2018,MEDIUM
Hardy Coffee Co., 2112 N 30th St,STANDARD,3/14/2018,MEDIUM
Hardy Coffee Co.,1031/1033 JONES ST,EXCELLENT,9/10/2018,MEDIUM
HARNEY STREET TAVERN,1215 HARNEY ST,EXCELLENT,3/8/2018,LOW
HAROLD'S BAR,8558 BLONDO ST,STANDARD,11/28/2018,LOW
HAROLD'S KOFFEE HOUSE,8327 N 30 ST,EXCELLENT,9/26/2018,HIGH
Harrison Elementary,5304 HAMILTON ST,SUPERIOR,8/31/2018,HIGH
Harry A Koch Trap & Skeet Range,6802 HARRISON ST-RALSTON,STANDARD,5/11/2018,MEDIUM
Harry Andersen Middle School,15404 ADAMS ST,SUPERIOR,9/19/2018,HIGH
HARTMAN ELEMENTARY,5530 N 66 ST,SUPERIOR,8/23/2018,HIGH
HARVEY OAKS ELEMENTARY,15228 SHIRLEY ST,SUPERIOR,8/30/2018,HIGH
HATFIELDS CORNER,6002 S 42 ST,EXCELLENT,12/21/2018,LOW
HAVANA GARAGE,1008 HOWARD ST,EXCELLENT,12/27/2017,LOW
Hawk's BBQ,2202 S 20th St,EXCELLENT,11/13/2018,HIGH
Hawk's Pizzas (Mobile),2851 Capehart RD,STANDARD,,MEDIUM
HAWTHORNE SUITES,360 S 108 ST,EXCELLENT,1/14/2019,MEDIUM
HDR Café,1917 S 67St,STANDARD,11/29/2018,MEDIUM
HEARTLAND BAR-B-QUE,5402 NW RADIAL HWY,EXCELLENT,7/16/2018,HIGH
Heartland Intergenerational Center,4318 Fort ST,EXCELLENT,1/11/2019,MEDIUM
Heavenly Waffles,6113 Maple St,STANDARD,3/20/2018,MEDIUM
HECTOR'S RESTAURANT,1201 S 157 ST,STANDARD,12/13/2018,HIGH
Hello Sugar (Mobile),2851 Capehart Rd,STANDARD,8/23/2018,MEDIUM
HENRY DOORLY ZOO,10th & DEER PARK BLVD,EXCELLENT,6/22/2018,MEDIUM
HERBE SAINTE,1934 S 67 ST,EXCELLENT,1/8/2019,HIGH
HERITAGE ELEMENTARY,9950 ROSEWATER PKW,SUPERIOR,9/25/2018,HIGH
HERMAN ROHWER ELEMENTARY,17701 F ST,SUPERIOR,10/23/2018,HIGH
High Peak Asian Restaurant,333 N 78th St,EXCELLENT,11/26/2018,HIGH
HIGH VIBE CAFÉ,6706 FRANCES ST,EXCELLENT,6/14/2018,MEDIUM
HIGHLAND ELEMENTARY,2625 JEFFERSON ST,SUPERIOR,10/16/2018,HIGH
Hill,18440 W DODGE HILLS PLZ,EXCELLENT,1/16/2019,MEDIUM
HILLRISE ELEMENTARY,20110 HOPPER,SUPERIOR,10/5/2018,HIGH
HILLSIDE ELEMENTARY,7500 WESTERN AVE,SUPERIOR,11/20/2018,HIGH
HILLSIDE PUB INC,8033 BLONDO ST,STANDARD,3/29/2018,LOW
HILTON GARDEN INN DOWNTOWN,1005 DODGE ST,EXCELLENT,10/12/2018,HIGH
Hilton Garden Inn Omaha Aksarben Village,6737 Frances St,STANDARD,9/21/2018,HIGH
HILTON GARDEN INN WEST,17879 CHICAGO ST,EXCELLENT,9/20/2018,HIGH
HILTON OMAHA,1001 CASS,EXCELLENT,9/25/2018,HIGH
HIMALAYAN JAVA,329 S 16 ST STE 1,EXCELLENT,1/11/2019,HIGH
Hip Bao, 3044 S 84th St,STANDARD,8/22/2018,HIGH
HIRO 88,1308 JACKSON ST,EXCELLENT,1/10/2019,HIGH
HIRO 88,17664 WELCH PLZ,EXCELLENT,9/20/2018,HIGH
HIRO 88,3655 N 129 ST,EXCELLENT,9/24/2018,HIGH
Hissho Sushi,505 N 155th Plaza,EXCELLENT,12/5/2018,MEDIUM
Hissho Sushi,888 S Saddle Creek RD,EXCELLENT,2/16/2018,MEDIUM
Hissho Sushi @ Bakers #315,13250 W Maple RD,EXCELLENT,8/16/2018,MEDIUM
Hissho Sushi @ Bakers 320,17370 Lakeside Hill,EXCELLENT,8/8/2018,HIGH
Hissho Sushi @ Creighton,2400 Cass St,EXCELLENT,11/7/2018,HIGH
Hissho Sushi @ Nebraska Medical Center,981200 Nebraska Medical Center,EXCELLENT,10/31/2018,HIGH
Hissho Sushi @ UNO,6001 Dodge St (Student Center),EXCELLENT,8/29/2018,HIGH
HITCHCOCK ELEM SCHOOL,5809 S 104 ST,SUPERIOR,8/29/2018,HIGH
Hive Lounge,1207 HARNEY ST,EXCELLENT,1/5/2018,LOW
Hoagies Hawaiian Ice,1904 N 168th St,STANDARD,8/24/2018,MEDIUM
HOG WILD PIT BAR-B-Q,346 N SADDLE CREEK RD,EXCELLENT,8/7/2018,HIGH
HOG WILD PIT BAR-B-Q,4950 S 108 ST,EXCELLENT,10/4/2018,HIGH
Holiday Inn Express,11818 Miami St,EXCELLENT,12/20/2018,MEDIUM
Holiday Inn Express,17677 Wright ST,EXCELLENT,4/4/2018,LOW
Holiday Inn Express & Suites,13131 I ST,EXCELLENT,9/27/2018,MEDIUM
Holiday Inn Express & Suites Cherry Hills,6939 N 102nd CIR,EXCELLENT,3/30/2018,MEDIUM
Holiday Inn Express & Suites Ralston,7306 Q ST,EXCELLENT,12/27/2018,MEDIUM
Holiday Inn Express-Omaha,8736 W Dodge RD,EXCELLENT,9/11/2018,LOW
Holiday Inn/Vida,3650 S 72 ST,STANDARD,11/30/2018,HIGH
HOLIDAY LOUNGE,7846 DODGE ST,EXCELLENT,10/24/2018,LOW
HOLLAND PERFORMING ARTS CENTER,1200 DOUGLAS,EXCELLENT,8/3/2018,HIGH
HOLLING HEIGHTS ELEM SCHOOL,6565 S 136 ST,SUPERIOR,8/24/2018,HIGH
HOLY CROSS SCHOOL,1502 S 48 ST,EXCELLENT,4/24/2018,MEDIUM
HOLY NAME SCHOOL,2901 FONTENELLE BLVD,EXCELLENT,9/11/2018,HIGH
HOME 2 SUITES BY HILTON,17889 CHICAGO ST,EXCELLENT,10/5/2018,MEDIUM
HOME CAFE,5110 S 24 ST,STANDARD,11/16/2018,HIGH
HOME FOODS,7515 PACIFIC ST,EXCELLENT,11/19/2018,MEDIUM
Home Instead Senior Care,13323 CALIFORNIA ST,EXCELLENT,11/5/2018,HIGH
Homestead Cafe Y Algo Mas,4826 Q ST,FAIR,8/1/2018,HIGH
HOMESTYLE CAFE,8807 MAPLE ST,STANDARD,10/22/2018,HIGH
HOMEWOOD SUITES,1314 CUMING ST,EXCELLENT,5/29/2018,MEDIUM
HOMY INN,1510 N SADDLE CREEK RD,STANDARD,1/22/2018,LOW
HONEY BAKED HAM & CAFÉ,16902 WRIGHT PLZ #165,EXCELLENT,8/23/2018,MEDIUM
HONG HING,5411 N 90 ST,FAIR,12/4/2018,HIGH
HOOK & LIME,735 N 14TH ST,EXCELLENT,9/19/2018,HIGH
HOPE CENTER INC,2200 N 20 ST,STANDARD,10/22/2018,HIGH
HOPE SKATE,2200 N 20 ST,EXCELLENT,8/28/2017,LOW
Hoppy Taco (The),5003 Underwood Ave,EXCELLENT,12/28/2018,HIGH
HORIZON HIGH SCHOOL,5300 GEORGE B LAKE PWY,SUPERIOR,8/24/2018,HIGH
HORSEMEN'S PARK,6303 Q ST,STANDARD,12/21/2018,HIGH
Hotel RL,3321 S 72nd St,STANDARD,12/7/2018,HIGH
HOUSE OF LEE,5446 N 90 ST,STANDARD,11/14/2018,HIGH
Howard Kennedy School,2906 N 30 ST,EXCELLENT,8/29/2018,HIGH
Howards Charro Cafe Inc,4443 S 13th St,EXCELLENT,1/9/2019,HIGH
HOWELL'S AMOCO,7166 N 30 ST,STANDARD,9/6/2018,LOW
HOWLIN HOUNDS,712 S 16 ST,EXCELLENT,4/5/2018,MEDIUM
HUB FIREBOX CATERING,15791 W DODGE RD STE 130-131,EXCELLENT,1/15/2019,MEDIUM
Huhot, 2101 N 120th St,EXCELLENT,12/14/2018,HIGH
Huhot Mongolian Grill,17660 Wright St #14,EXCELLENT,8/30/2018,HIGH
HuHot Mongolian Grill,990 S 72nd ST,EXCELLENT,10/29/2018,HIGH
HUNAN FUSION,2405 S 132 ST,STANDARD,1/10/2019,HIGH
Hunger Block,11036 Elm St,STANDARD,1/9/2019,HIGH
HUSKER FOOD STORE,4201 S 24 ST,STANDARD,4/20/2018,MEDIUM
Hutti,2430 S 24th ST,STANDARD,11/7/2018,MEDIUM
Hyatt Place Omaha Downtown Old Market,540 S 12 ST,STANDARD,10/30/2018,HIGH
Hyderabad House,2537 S 174th Plaza,FAIR,12/12/2018,HIGH
Hy-Vee,7910 Cass,EXCELLENT,7/24/2018,HIGH
Hy-Vee #1,5150 Center,EXCELLENT,10/25/2018,HIGH
Hy-Vee #6,9707 Q ST,STANDARD,1/15/2019,HIGH
Hy-Vee #10,3410 N 156th,EXCELLENT,8/14/2018,HIGH
Hy-Vee #11,1000 S 178th ST,EXCELLENT,1/24/2019,HIGH
Hy-Vee #2,14591 Stony Brook BLVD,STANDARD,10/26/2018,HIGH
Hy-Vee #3,8809 W Center RD,STANDARD,9/11/2018,HIGH
Hy-Vee #4,10808 Fort ST,FAIR,5/24/2018,HIGH
Hy-Vee #8,747 N 132nd,EXCELLENT,11/8/2018,HIGH
Hy-Vee #9,17810 Welch Plaza,EXCELLENT,11/9/2018,HIGH
Hy-Vee Drugstore,8404 N 30th ST,EXCELLENT,10/16/2018,MEDIUM
Hy-Vee Gas #1,5102 Center ST,EXCELLENT,2/26/2018,MEDIUM
Hy-Vee Gas #10,3404 N 156th ST,STANDARD,8/23/2018,MEDIUM
Hy-Vee Gas #2,14405 Stony Brook BLVD,STANDARD,9/26/2018,MEDIUM
Hy-Vee Gas #3,8829 W Center RD,STANDARD,3/14/2018,MEDIUM
Hy-Vee Gas #5,7930 CASS ST,EXCELLENT,5/7/2018,MEDIUM
Hy-Vee Gas #6,9601 Q ST,EXCELLENT,12/14/2018,MEDIUM
Hy-Vee Gas #8,749 N 132nd ST,EXCELLENT,1/7/2019,MEDIUM
Hy-Vee Gas #9,17901 Welch Plaza,EXCELLENT,4/17/2018,MEDIUM
Hy-Vee Gas 11,909 S 180th ST,EXCELLENT,8/16/2018,MEDIUM
I 80 Fuel,5318 L ST,EXCELLENT,7/9/2018,MEDIUM
I C C Bowlatorium,2701 S 25th,EXCELLENT,11/30/2017,LOW
ICEHOUSE,10920 EMMET,EXCELLENT,10/26/2018,HIGH
IHOP #5325,12423 W CENTER RD,EXCELLENT,10/19/2018,HIGH
IHOP #5338,4707 N 72 ST,EXCELLENT,11/27/2018,HIGH
IKA Ramen and Izakaya,6109 MAPLE ST,EXCELLENT,12/20/2018,HIGH
IKA San, 1114 Jones St,STANDARD,1/10/2019,HIGH
IMMANUEL MEDICAL CENTER,6901 N 72 ST,EXCELLENT,6/4/2018,HIGH
IMMANUEL VILLAGE STORE,6803 N 68 PLZ,EXCELLENT,11/1/2017,LOW
In & Out Curry Bowl,13816 P St,STANDARD,,HIGH
INDIA MART (MEAT N SPICE), 3720 S 132ND ST OMAHA,STANDARD,9/25/2018,HIGH
Indian Bowl,3901 Farnam St,STANDARD,,HIGH
INDIAN CREEK GOLF COURSE,3825 N 202 ST,EXCELLENT,5/7/2018,MEDIUM
INDIAN HILL ELEM AND JR HI,3121 U ST,SUPERIOR,8/23/2018,HIGH
INFUSION BREWING CO,6115 MAPLE ST,EXCELLENT,8/17/2018,MEDIUM
Ingredients Delivered LLC,1748 N 120th ST,EXCELLENT,7/31/2018,MEDIUM
INKWELL,8716 PACIFIC ST,EXCELLENT,10/26/2018,LOW
Interculteral Senior Center,3010 R ST,FAIR,5/15/2018,MEDIUM
INTERLUDE LOUNGE,7643 PACIFIC ST,STANDARD,10/16/2017,LOW
International Bakery,1052 Park Ave,STANDARD,10/4/2018,MEDIUM
International Bakery,5106 S 24 ST,STANDARD,11/30/2018,MEDIUM
International Bakery III,1932 Vinton ST,STANDARD,7/16/2018,MEDIUM
International Buffet,4827 L ST,STANDARD,9/26/2018,HIGH
International Cafe,2416 Farnam ST,STANDARD,12/12/2018,HIGH
Inter-Tribal Treatment,2240 LANDON CT,EXCELLENT,6/19/2018,MEDIUM
Isla Del Mar Restaurante,3034 S 20th ST,STANDARD,9/20/2018,HIGH
Island Blend,4512 S 132nd St,STANDARD,2/8/2018,MEDIUM
J D's Circle In,3602 S 31st,STANDARD,2/9/2018,LOW
J G Masters Elementary,5505 N 99th ST,SUPERIOR,8/21/2018,HIGH
J Gilbert's,1010 Capitol Ave,STANDARD,,HIGH
J Sterling Morton Elementary,1805 S 160th,SUPERIOR,8/24/2018,HIGH
Jack & Mary's,655 N 114 ST,FAIR,1/10/2019,HIGH
Jack's Discount Tobacco & Liquor,721 N 120TH ST,STANDARD,11/6/2018,LOW
JACK'S PLACE,1818 BINFIELD ST,EXCELLENT,10/29/2018,HIGH
JACKSON ELEMENTARY SCHOOL,620 S 31 ST,SUPERIOR,9/26/2018,HIGH
JACKSON STREET TAVERN,1125 JACKSON ST #3,EXCELLENT,1/10/2019,HIGH
JACKSON'S TAKE OUT,6201 AMES AVE,EXCELLENT,8/1/2018,HIGH
Jacobo Grocery,4621 S 24 ST,EXCELLENT,9/21/2018,HIGH
JADE GARDEN,2068 N 117 AVE,STANDARD,9/28/2018,HIGH
Jaipur,10922 ELM ST,EXCELLENT,10/12/2018,HIGH
Jake's Cigars and Spirits,6206 MAPLE ST,EXCELLENT,9/27/2017,LOW
JAKE'S MINI MART,8320 BLONDO ST,STANDARD,1/17/2018,LOW
Jalali Mart,2604 S 13th St,STANDARD,9/7/2017,LOW
JALAPENO,2809 Q ST,STANDARD,1/17/2019,HIGH
JAMS - OLD MARKET,1101 HARNEY ST,STANDARD,9/13/2018,HIGH
JAMS Grill & Bar,7814 W DODGE RD,STANDARD,8/6/2018,HIGH
JASON'S DELI,12320 L ST,STANDARD,,MEDIUM
JASON'S DELI,7010 Dodge St #101,STANDARD,,MEDIUM
Java Daddies Van (Mobile),1120 Howard,STANDARD,,MEDIUM
Java Jay,2208 CALIFORNIA ST,EXCELLENT,1/23/2019,MEDIUM
Jazz A Louisiana Kitchen,1421 FARNAM ST,STANDARD,1/10/2019,HIGH
JC Mandarin,843 N 98th ST,STANDARD,12/6/2018,HIGH
JC Penney Store #731,3202 OAKVIEW DR,EXCELLENT,5/25/2018,LOW
JC Penney Store #911,800 N 98 ST,EXCELLENT,1/18/2018,LOW
JCoco,5203 Leavenworth ST,EXCELLENT,10/2/2018,HIGH
JD's Dog,4518 S 24th ST,STANDARD,7/17/2018,MEDIUM
JDUB'S HANGOUT,15408 S 2ND ST,STANDARD,6/27/2018,MEDIUM
Jefferson Elementary,4065 Vinton,SUPERIOR,8/23/2018,HIGH
Jenny Craig,325 N 78 ST,EXCELLENT,1/10/2018,LOW
Jenny Craig,2835 S 170 PL STE 210,EXCELLENT,3/1/2018,LOW
Jen's Busy Bites,5801 Oak Hills Dr,EXCELLENT,1/30/2018,MEDIUM
JERICO'S,11732 W DODGE RD,STANDARD,9/20/2018,HIGH
JERRY'S BAR,6301 MILITARY AVE,STANDARD,11/8/2017,LOW
JERSEY MIKE'S SUBS,203 N 180 ST STE 102,EXCELLENT,6/25/2018,MEDIUM
JERSEY MIKE'S SUBS,1303 S 72 ST STE 109,EXCELLENT,5/31/2018,MEDIUM
Jerusalem Grocery,2455 S 120th St,STANDARD,2/14/2018,MEDIUM
JESSE'S PLACE,2311 N 24 ST,EXCELLENT,8/4/2017,LOW
Jesuit Academy,2311 N 22 ST,STANDARD,10/10/2018,HIGH
Jewell (The),1030 Capitol Ave,STANDARD,1/17/2019,MEDIUM
Jewish Community Center-Snack Shack,333 S 132nd St,EXCELLENT,6/28/2018,MEDIUM
Jim & Jenny's Greek Village,3026 N 90th,EXCELLENT,11/27/2018,HIGH
Jimi D's Food & Spirits,6303 Center St #106,EXCELLENT,12/18/2018,HIGH
Jimmy Johns,5202 L ST,EXCELLENT,5/16/2018,MEDIUM
Jimmy Johns,3044 S 84th ST,EXCELLENT,7/19/2018,MEDIUM
Jimmy Johns,801 N 204th AVE,EXCELLENT,9/27/2018,MEDIUM
Jimmy John's,6720 S 168th ST,EXCELLENT,12/14/2018,MEDIUM
Jimmy John's,8406 Park DR,EXCELLENT,12/17/2018,MEDIUM
Jimmy John's,589 N 155th Plaza,EXCELLENT,1/3/2019,MEDIUM
Jimmy John's,9909 Reddick CIR,EXCELLENT,1/3/2019,MEDIUM
Jimmy John's,6410 N 72nd ST,EXCELLENT,1/3/2019,MEDIUM
Jimmy John's,1417 Farnam ST,EXCELLENT,3/8/2018,MEDIUM
Jimmy John's,3309 Oakview Dr Ste 6,EXCELLENT,7/30/2018,MEDIUM
Jimmy John's,300 S 72nd ST,EXCELLENT,8/1/2018,MEDIUM
Jimmy John's,2911 S 13th CT,EXCELLENT,8/2/2018,MEDIUM
Jimmy John's,14513 W Maple RD,EXCELLENT,9/7/2018,MEDIUM
Jimmy John's,7406 N 30th ST,EXCELLENT,10/15/2018,MEDIUM
Jimmy John's,2728 N 108th,EXCELLENT,10/30/2018,MEDIUM
Jimmy John's,10720 Q ST,EXCELLENT,11/5/2018,MEDIUM
Jimmy John's,13939 S Plz,STANDARD,1/4/2019,MEDIUM
Jimmy Johns #1216,17650 Wright St Ste 1,EXCELLENT,8/13/2018,MEDIUM
Jimmy John's #778,107 N 40th Ste 1,EXCELLENT,2/2/2018,MEDIUM
Jimmy Johns H14 #1735,445 N 114th ST,EXCELLENT,12/5/2018,MEDIUM
Jimmys Egg,5106 S 108th ST,EXCELLENT,10/26/2018,HIGH
Jimmy's Egg,2904 S 132nd ST,EXCELLENT,8/20/2018,HIGH
Jimmy's Egg,17003 Evans Plz,EXCELLENT,9/4/2018,HIGH
Jimmy's Egg,17725 Welch Plz,EXCELLENT,11/8/2018,HIGH
Jimmy's Egg Restaurant #2,205 N 80th St Ste 119,EXCELLENT,9/6/2018,HIGH
JIM'S RIB HOUSE,3801 AMES AVE,STANDARD,9/4/2018,HIGH
Jinya, 7010 Dodge St,STANDARD,9/10/2018,HIGH
JJ CHINA,18202 WRIGHT ST,STANDARD,1/4/2019,HIGH
Jock & Jills Popcorn,626 S 72nd St,EXCELLENT,9/4/2018,MEDIUM
JOE TESS PLACE,5424 S 24 ST,EXCELLENT,11/29/2018,HIGH
JOE'S CAFÉ,6564 MAPLE ST,EXCELLENT,11/2/2018,HIGH
Joes Duck Inn,13336 MILLARD AVE,EXCELLENT,3/12/2018,LOW
John F. Benker Catering,4218 S 50th St,EXCELLENT,10/11/2018,HIGH
Johnny Goodman Golf Course,6111 S 99 ST,FAIR,6/7/2018,MEDIUM
Johnny Ricco's Brooklyn Pizza (MOBILE),346 N 76 ST,EXCELLENT,2/15/2018,MEDIUM
JOHNNY SORTINOS PIZZA PARLOR,7880 L ST,EXCELLENT,1/23/2019,HIGH
JOHNNYS CAFE,4702 S 27 ST,STANDARD,8/29/2018,HIGH
JOHNNY'S ITALIAN STEAKHOUSE,305 N 170,STANDARD,12/14/2018,HIGH
JONE'S BROTHERS CUPCAKES,2121 S 67 ST,FAIR,1/9/2019,HIGH
JONE'S BROTHERS CUPCAKES,2615 S 180 ST,STANDARD,1/16/2019,HIGH
Jone's Brothers Cupcakes,10000 California St,STANDARD,3/14/2018,MEDIUM
JONESY'S TACO HOUSE,1502 S 60 ST,EXCELLENT,11/14/2018,HIGH
Jo-On-The-Go Espresso Catering, 11918 Poppleton Plz,EXCELLENT,3/14/2018,MEDIUM
JP LORD SCHOOL,4444 MARINDA ST,STANDARD,,HIGH
JOSEPHINE'S COZY CORNER INC,2201 PIERCE ST,STANDARD,1/11/2019,LOW
JOSLYN ART MUSEUM,2200 DODGE,EXCELLENT,3/20/2018,MEDIUM
JOURNEY'S BAR & GRILL,2236 N 91 PLZ,STANDARD,1/3/2019,HIGH
J'S ON JACKSON,1101 JACKSON ST,STANDARD,5/2/2018,HIGH
JUAN TACO,10000 CALIFORNIA SFC01,EXCELLENT,7/25/2018,HIGH
JUBA GROCERY,1138 NW RADIAL HWY,STANDARD,6/8/2018,LOW
JUICE STOP,3693 N 129 ST,FAIR,12/12/2018,MEDIUM
JUICE STOP,2506 S 171 CT,STANDARD,8/21/2018,MEDIUM
JUICE STOP,2119 S 67 ST,STANDARD,10/2/2018,MEDIUM
JUICE STOP,510 S 12 ST,STANDARD,10/9/2018,MEDIUM
JULIO'S WEST,2820 S 123 CT,FAIR,9/19/2018,HIGH
JUMP START,5920 SORENSEN PKWY,EXCELLENT,8/9/2018,LOW
Juniors Forgot Store Bar and Grill,11909 Calhoun Rd,EXCELLENT,1/2/2019,MEDIUM
JUST GOOD MEAT CO,4422 S 84 ST,STANDARD,12/10/2018,HIGH
Karen Grocery LLC,6115 AMES AVE,EXCELLENT,12/11/2018,MEDIUM
KAREN WESTERN ELEM SCHOOL,6224 H ST,EXCELLENT,10/1/2018,HIGH
Karma Koffee,587 N 155 PLZ,EXCELLENT,7/13/2018,MEDIUM
Keith's Amoco #1 Inc,5220 N 90th,EXCELLENT,2/7/2018,LOW
KELCEY'S,2529 RIVER RD DR-WATERLOO,STANDARD,1/18/2018,LOW
Kellom Elementary,1311 N 24th,SUPERIOR,8/30/2018,HIGH
Kelly's North Bowl,8701 N 30th,EXCELLENT,4/18/2018,MEDIUM
Kellys Package Liquor,3501 N 30th St,STANDARD,10/2/2017,LOW
KENDALL TAVERN,6310 GILMORE AVE,STANDARD,9/28/2018,LOW
KEYSTONE KAFE,7805 MILITARY AVE,EXCELLENT,9/25/2018,HIGH
Keystone Tavern,7821 Military AVE,STANDARD,4/18/2018,MEDIUM
KFC,4358 Dodge ST,EXCELLENT,12/19/2018,MEDIUM
KFC,6512 N 72nd ST,EXCELLENT,3/5/2018,MEDIUM
KFC,4802 L ST,EXCELLENT,3/7/2018,MEDIUM
KFC,2444 S 132nd ST,EXCELLENT,4/27/2018,MEDIUM
KFC,8770 Maple ST,STANDARD,8/13/2018,MEDIUM
KFC,2555 S 175th ST,EXCELLENT,11/5/2018,MEDIUM
KFC,13715 Q ST,STANDARD,11/20/2018,MEDIUM
KFC/Long John Silvers,7601 N 30th ST,STANDARD,1/8/2019,HIGH
KFC/Long John Silvers,3949 N 132nd ST,STANDARD,11/1/2018,HIGH
KGB Mobile #1,1619 VINTON ST,FAIR,7/28/2018,MEDIUM
KICK'S 66,2505 ABBOTT DR,EXCELLENT,9/12/2018,MEDIUM
Kiewit,12720 I ST,STANDARD,8/10/2017,LOW
Kiewit Cafe,3555 Farnam ST,EXCELLENT,12/18/2018,HIGH
Kiewit University,1450 Mike Fahey St,EXCELLENT,9/10/2018,HIGH
Kiger Katering,2106 S 156th CIR,EXCELLENT,7/23/2018,MEDIUM
Kikka Sushi @ Whole Foods Regency,10020 Regency CIR,EXCELLENT,12/21/2018,HIGH
King Kong,5250 S 72nd - Ralston,FAIR,8/15/2018,HIGH
King Kong,4409 Dodge ST,EXCELLENT,10/22/2018,HIGH
King Kong Restaurant,3362 S 13th ST,STANDARD,10/26/2018,HIGH
King Primary Center,3706 MAPLE ST,SUPERIOR,10/16/2018,HIGH
King Science Center,3720 FLORENCE BLVD,EXCELLENT,10/10/2018,HIGH
Kingpin Properties,20902 Cumberland DR,EXCELLENT,9/27/2018,HIGH
KITCHEN TABLE,1415 FARNAM ST,EXCELLENT,10/16/2018,HIGH
Kitchen Table Central,4952 Dodge St,EXCELLENT,1/17/2019,HIGH
Kith & Kin Southern Kitchen,5018 Underwood Ave,EXCELLENT,12/13/2018,HIGH
KNJ Express,3009 Parker ST,STANDARD,8/28/2018,LOW
Knolls Golf Course,11630 Sahler ST,EXCELLENT,9/20/2017,LOW
Ko Zee Lounge,5813 N 60 ST,STANDARD,10/1/2018,LOW
Kobe Steakhouse of Japan and Sushi Bar,16801 Burke ST,SUPERIOR,1/22/2019,HIGH
Kolache Factory,4105 S 84th St,EXCELLENT,1/3/2019,HIGH
Kolache Factory,12321 W Maple RD,EXCELLENT,10/15/2018,MEDIUM
Kona Grill,295 N 170th ST,EXCELLENT,12/14/2018,HIGH
Kona-Ice of West Omaha,2129 S 156th Cr,EXCELLENT,5/21/2018,LOW
Kona-Ice of West Omaha Mobile 1,2129 S 156th Cr,EXCELLENT,5/21/2018,LOW
Kona-Ice of West Omaha Mobile 2,2129 S 156th Cr,EXCELLENT,5/21/2018,LOW
Kona-Ice of West Omaha Mobile 3,2129 S 156th Cr,EXCELLENT,5/21/2018,LOW
Konark Grocers,14128 ARBOR ST,FAIR,12/21/2018,HIGH
Korea Garden,5352 S 72nd ST,FAIR,1/18/2019,HIGH
Korea King,4719 S 96th ST,EXCELLENT,12/17/2018,HIGH
Kracky McGee's Woodmen Tower,1700 Farnam ST,EXCELLENT,12/13/2018,HIGH
Kracky McGee's-Simply Scumptious,4501 Abbott DR,STANDARD,9/12/2018,HIGH
Krispy Kreme,2715 S 120th,EXCELLENT,9/25/2018,MEDIUM
Krispy Kreme Doughnuts #963,707 S 72nd ST,EXCELLENT,7/19/2018,MEDIUM
Krug Park,6205 MAPLE ST,EXCELLENT,9/19/2017,LOW
Kum & Go,13149 Fort ST,EXCELLENT,1/9/2019,MEDIUM
Kum & Go,1819 N 72nd ST,EXCELLENT,4/23/2018,MEDIUM
Kum & Go #348,12011 Blondo,EXCELLENT,7/31/2018,MEDIUM
Kum & Go #352,1010 S 154th,EXCELLENT,3/30/2018,MEDIUM
Kum & Go #361,1010 S 189th ST,EXCELLENT,8/10/2018,MEDIUM
Kum & Go #367,18908 Q ST,STANDARD,10/5/2018,MEDIUM
Kum & Go #368,4041 N 168th ST,EXCELLENT,12/13/2018,MEDIUM
Kum & Go #369,11111 Emmet ST,EXCELLENT,8/16/2018,MEDIUM
Kum & Go #372,7152 Pacific,STANDARD,2/23/2018,MEDIUM
Kum & Go #378,14353 Q ST,STANDARD,10/9/2018,MEDIUM
Kum & Go LC,2627 S HWS Cleveland BLVD,EXCELLENT,7/24/2018,MEDIUM
Kum & Go Store 364,8990 Boyd ST,EXCELLENT,6/1/2018,MEDIUM
Kum & Go Store 366,4443 S 84th ST,STANDARD,7/12/2018,MEDIUM
KURRY XPRESS,14132 ARBOR ST,FAIR,1/16/2019,HIGH
Kwik Shop #622,9545 Q ST,STANDARD,11/9/2018,MEDIUM
Kwik Shop #623,3103 N 204th ST,EXCELLENT,9/4/2018,MEDIUM
Kwik Shop #640,3606 Leavenworth,EXCELLENT,4/23/2018,MEDIUM
Kwik Shop #652,3222 Q ST,FAIR,12/19/2018,MEDIUM
Kwik Shop #653,5929 N 72nd,EXCELLENT,4/12/2018,MEDIUM
Kwik Shop #657,7525 Cass,EXCELLENT,4/30/2018,MEDIUM
Kwik Shop #660,9606 F ST,STANDARD,7/13/2018,MEDIUM
Kwik Shop #665,15556 Blondo,STANDARD,11/15/2018,MEDIUM
Kwik Shop #667,4855 L ST,EXCELLENT,10/11/2018,MEDIUM
Kwik Shop #668,6845 S 167th ST,STANDARD,10/12/2018,MEDIUM
Kwik Shop #672 - Ralston,5208 S 72nd,STANDARD,11/13/2018,MEDIUM
Kwik Shop #693,5306 N 103rd,EXCELLENT,4/23/2018,MEDIUM
L. Marie's Food & Snack MCC Fort,5300 N 30th St,EXCELLENT,10/9/2018,HIGH
